qid,nstep,ndis,ninserts,firstNN,closestNN,furthestNN,meanNN,varNN,p25NN,p50NN,p75NN,r
0,4,74,6,67751.0,50489.0,67751.0,60566.5,39957860.0,56239.25,61234.5,66395.5,0.1
1,4,76,6,60190.0,58975.0,61904.0,60310.33203125,754048.25,60053.5,60190.0,60493.75,0.0
2,4,70,6,52696.0,41807.0,52696.0,46845.0,18494350.0,43987.5,44949.5,50988.25,0.3
3,4,72,6,33749.0,28301.0,33749.0,30543.833984375,5302465.5,28795.25,29401.0,32713.5,0.4
4,4,77,6,58962.0,54432.0,60410.0,58707.16796875,4053718.75,58962.0,59017.0,60071.75,0.0
5,4,66,6,79283.0,53124.0,79283.0,67190.0,106379400.0,58078.25,67788.5,77183.0,0.2
6,4,55,6,75136.0,56187.0,75136.0,65393.0,59988284.0,58354.25,64856.0,72566.0,0.2
7,4,62,6,49631.0,44045.0,51306.0,48937.33203125,5201377.0,49412.75,49631.0,49661.0,0.1
8,4,71,6,47286.0,47286.0,63418.0,54667.83203125,35942064.0,48994.5,55017.0,58965.75,0.1
9,4,72,6,75381.0,56264.0,75381.0,64468.5,63230860.0,58334.0,60822.5,72218.0,0.1
10,4,64,6,67256.0,54511.0,68847.0,64765.33203125,26345840.0,63283.25,67256.0,68386.25,0.0
11,4,68,6,57405.0,43139.0,57405.0,51604.33203125,31348198.0,46920.0,53068.5,56823.0,0.2
12,4,69,6,47022.0,47022.0,49886.0,48083.83203125,1327154.125,47022.0,47682.0,48992.25,0.0
13,4,71,6,46058.0,39278.0,46058.0,43549.66796875,8667328.0,40914.75,45167.5,45889.25,0.2
14,4,73,6,56517.0,25314.0,56517.0,40119.83203125,150257984.0,31266.25,35769.5,52130.25,0.3
15,4,73,6,81628.0,69169.0,81628.0,79040.6640625,20001796.0,79880.0,81112.0,81593.25,0.0
16,4,76,6,91565.0,73220.0,91565.0,81751.1640625,53358220.0,76056.25,79451.0,88784.25,0.0
17,4,72,6,170848.0,96003.0,170848.0,141760.171875,740927488.0,124369.75,147419.0,165993.75,0.0
18,4,67,6,29882.0,22183.0,29882.0,27175.333984375,6669916.0,26700.0,27276.0,29264.25,0.5
19,4,71,6,63572.0,48806.0,63572.0,55336.16796875,37989208.0,50077.25,53154.0,61498.0,0.0
20,4,65,6,37956.0,37956.0,44919.0,41137.16796875,6696921.0,38674.75,41290.5,42995.75,0.2
21,4,72,6,84175.0,69844.0,84175.0,78651.8359375,24088742.0,76874.75,78536.0,83008.25,0.1
22,4,70,6,65489.0,65464.0,68310.0,66352.1640625,1338280.5,65489.0,65623.5,67141.75,0.0
23,4,73,6,42654.0,30714.0,42654.0,38122.83203125,18456222.0,35563.5,38977.5,41985.75,0.3
24,4,75,6,52763.0,42897.0,52763.0,48278.0,16057280.0,45014.25,48175.5,52316.25,0.1
25,4,70,6,128783.0,108364.0,128783.0,119842.8359375,79444544.0,112157.5,120591.0,128684.0,0.0
26,4,64,6,101176.0,88457.0,103794.0,97578.8359375,42044240.0,91691.5,101176.0,102049.0,0.0
27,4,67,6,52933.0,51502.0,55699.0,53133.5,1577671.25,52867.0,52900.0,52933.0,0.1
28,4,74,6,62702.0,46545.0,62702.0,54351.33203125,48905364.0,48026.75,53079.5,61539.5,0.3
29,4,73,6,72944.0,58166.0,72944.0,66757.8359375,38210676.0,60937.25,68530.0,72610.5,0.0
30,4,61,6,96502.0,75115.0,96502.0,87131.1640625,74602464.0,79168.0,89048.5,95161.0,0.0
31,4,76,6,64265.0,64265.0,69129.0,65736.0,2834702.75,64420.5,65196.5,66149.5,0.0
32,4,67,6,65368.0,56396.0,71827.0,66041.1640625,23512048.0,65368.0,66888.0,68762.0,0.1
33,4,71,6,114567.0,88401.0,114567.0,98535.3359375,130794904.0,89822.75,92094.5,109265.75,0.0
34,4,75,6,47454.0,39832.0,48843.0,45957.16796875,9334736.0,45162.75,47454.0,47684.25,0.0
35,4,71,6,47575.0,32920.0,47575.0,42761.33203125,29227044.0,39783.5,44940.5,47330.75,0.1
36,4,76,6,47040.0,30792.0,47040.0,38044.5,47149156.0,31720.25,36152.0,44954.0,0.3
37,4,70,6,47152.0,35075.0,47152.0,42165.16796875,17325018.0,40672.5,41523.5,45877.0,0.0
38,4,76,6,81589.0,55468.0,81589.0,68701.1640625,95017656.0,62808.25,65669.0,77885.25,0.0
39,4,77,6,38172.0,32944.0,38172.0,35639.83203125,6111075.5,33166.25,35755.0,38121.0,0.3
40,4,71,6,101385.0,75090.0,101385.0,87601.5,111370296.0,78537.0,85497.0,97816.5,0.0
41,4,66,6,112268.0,98698.0,114111.0,108996.8359375,25938774.0,107949.0,110662.0,112268.0,0.0
42,4,73,6,81230.0,63556.0,84121.0,75941.3359375,51563288.0,71488.75,78259.5,81230.0,0.0
43,4,68,6,58964.0,54383.0,67423.0,60290.33203125,18681414.0,58019.0,58964.0,62969.0,0.2
44,4,73,6,45147.0,35363.0,45147.0,39439.66796875,17762922.0,35880.25,37573.0,43642.75,0.3
