qid,nstep,ndis,ninserts,firstNN,closestNN,furthestNN,meanNN,varNN,p25NN,p50NN,p75NN,r
0,4,69,6,0.7864598035812378,0.7423551082611084,0.8174479007720947,0.7887578010559082,0.0005681057227775455,0.7864598035812378,0.7885369658470154,0.8045610785484314,0.2
1,4,76,6,0.7936133146286011,0.7853329181671143,0.8926962614059448,0.8132746815681458,0.0014142220607027411,0.7913657426834106,0.7936133146286011,0.8162351250648499,0.0
2,4,60,6,1.2655062675476074,1.2400870323181152,1.384680151939392,1.313359022140503,0.0033642053604125977,1.2655062675476074,1.3069403171539307,1.369093656539917,0.0
3,4,67,6,0.9785473346710205,0.743381679058075,0.9785473346710205,0.8841743469238281,0.009238185361027718,0.7987807393074036,0.9207854270935059,0.9677715301513672,0.3
4,4,69,6,1.3150755167007446,1.3150755167007446,1.477203369140625,1.3804609775543213,0.003801227081567049,1.3253991603851318,1.3648191690444946,1.4276467561721802,0.0
5,4,77,6,0.9621850848197937,0.8227831125259399,0.9621850848197937,0.9087981581687927,0.0022626572754234076,0.8927015066146851,0.9075409173965454,0.9506232738494873,0.0
6,4,75,6,1.1305937767028809,0.6875572800636292,1.1305937767028809,0.9004048705101013,0.03556446731090546,0.7191998958587646,0.8762253522872925,1.0927834510803223,0.2
7,4,76,6,1.211543083190918,1.10141921043396,1.2303125858306885,1.1696481704711914,0.0024607828818261623,1.1302223205566406,1.1728522777557373,1.211543083190918,0.0
8,4,73,6,1.059880256652832,0.7474722862243652,1.0979772806167603,0.9198877215385437,0.023650456219911575,0.7694478034973145,0.9260793924331665,1.059880256652832,0.3
9,4,64,6,1.1053991317749023,1.1053991317749023,1.292961835861206,1.1893808841705322,0.005425865296274424,1.117417812347412,1.1832613945007324,1.2527638673782349,0.0
10,4,75,6,1.1493163108825684,0.9962615370750427,1.1500306129455566,1.075217366218567,0.005531536880880594,1.0028550624847412,1.0765876770019531,1.1493163108825684,0.0
11,4,75,6,1.2847776412963867,1.1328699588775635,1.2847776412963867,1.2108275890350342,0.0036765332333743572,1.156356692314148,1.208531379699707,1.270600438117981,0.0
12,4,72,6,1.4298560619354248,0.9559540152549744,1.4298560619354248,1.2002606391906738,0.03685370087623596,1.0235209465026855,1.1967225074768066,1.391572117805481,0.0
13,4,61,6,0.3214923143386841,0.3214923143386841,0.5478795766830444,0.4287096858024597,0.011259865947067738,0.32256633043289185,0.42268919944763184,0.5319092273712158,0.5
14,4,63,6,1.2690297365188599,1.1281535625457764,1.313990831375122,1.2200918197631836,0.00451233983039856,1.1682101488113403,1.221564769744873,1.2690297365188599,0.0
15,4,77,6,0.9601195454597473,0.8265292644500732,1.0625134706497192,0.943209171295166,0.005784736946225166,0.8939962983131409,0.9601195454597473,0.9735434055328369,0.2
16,4,62,6,1.3482582569122314,1.2083535194396973,1.4000234603881836,1.3329942226409912,0.0036066884640604258,1.3321632146835327,1.3482582569122314,1.3617699146270752,0.0
17,4,76,6,1.3306639194488525,1.2237673997879028,1.3306639194488525,1.2847346067428589,0.002095747273415327,1.241153597831726,1.2951581478118896,1.32917058467865,0.0
18,4,69,6,0.9961163401603699,0.9549171328544617,1.0780000686645508,1.0085748434066772,0.002135900314897299,0.9722865223884583,0.9961163401603699,1.0454959869384766,0.0
19,4,72,6,1.364701747894287,1.3311586380004883,1.470625400543213,1.39854896068573,0.0025882155168801546,1.364701747894287,1.3836091756820679,1.4438214302062988,0.0
20,4,67,6,0.9077274799346924,0.9077274799346924,1.081488013267517,1.0044312477111816,0.005792347248643637,0.9263840317726135,1.0256420373916626,1.076003074645996,0.0
21,4,59,6,1.825650930404663,1.660354495048523,1.825650930404663,1.752379059791565,0.004953364841639996,1.6888574361801147,1.7599530220031738,1.822391152381897,0.0
22,4,76,6,0.6826531887054443,0.5496904850006104,0.691585898399353,0.6600622534751892,0.002470871899276972,0.6741080284118652,0.6825616359710693,0.6826531887054443,0.1
23,4,69,6,1.2498180866241455,1.1034760475158691,1.2498180866241455,1.1730268001556396,0.0033729698043316603,1.1261675357818604,1.1576907634735107,1.2297917604446411,0.0
24,4,71,6,1.0761576890945435,0.9724472761154175,1.0972340106964111,1.049228310585022,0.0021431040950119495,1.017667531967163,1.0754411220550537,1.0761576890945435,0.0
25,4,76,6,1.2504059076309204,1.2504059076309204,1.316705346107483,1.2785309553146362,0.0007152110920287669,1.2522624731063843,1.274880290031433,1.3009133338928223,0.0
26,4,73,6,1.275033950805664,1.2188160419464111,1.2785556316375732,1.258782982826233,0.0005112671642564237,1.2449206113815308,1.2715399265289307,1.275033950805664,0.0
27,4,75,6,1.0933153629302979,0.6555826663970947,1.0933153629302979,0.9109764695167542,0.024971429258584976,0.812434196472168,0.9229216575622559,1.0523648262023926,0.4
28,4,67,6,1.2304368019104004,1.08721923828125,1.29171621799469,1.2313318252563477,0.004678857978433371,1.2304368019104004,1.2521429061889648,1.274212121963501,0.0
