qid,nstep,ndis,ninserts,firstNN,closestNN,furthestNN,meanNN,varNN,p25NN,p50NN,p75NN,r
0,19,454,21,101500.0,28120.0,101500.0,78752.35,177587313.32750002,76287.25,81348.0,84901.25,0.75
3,19,434,21,65748.0,28462.0,65748.0,59827.75,70357383.6875,60553.25,62338.5,64435.5,0.75
5,19,477,21,51838.0,16255.0,51838.0,44396.5,54615817.65,43451.25,46157.0,48839.25,0.9
6,19,500,21,60268.0,40579.0,60268.0,51064.75,19642699.4875,48436.25,53091.5,53709.25,0.45
6,24,599,26,60268.0,40579.0,53616.0,49564.25,11918879.9875,47866.25,49840.5,52954.25,0.7
7,19,401,21,52894.0,41377.0,60935.0,56361.95,20581149.3475,54457.0,57887.5,59445.75,0.75
8,19,442,21,61391.0,11077.0,62721.0,53888.85,119485542.5275,52430.5,56315.5,59628.75,0.9
9,19,429,21,65318.0,41927.0,65318.0,52644.3,21966096.71,49392.0,52902.0,54934.0,0.9
10,19,526,21,68213.0,42150.0,68213.0,54378.7,34948481.010000005,50291.5,55469.0,57912.5,0.7
11,19,485,21,57787.0,38889.0,57787.0,47113.65,25318684.2275,43436.0,46412.5,50620.25,0.95
12,19,455,21,40747.0,34043.0,42967.0,40200.55,7781465.7475,39222.5,40763.0,42593.0,0.7
13,19,479,21,50227.0,25341.0,50227.0,38934.35,23293017.3275,36490.0,40096.0,41341.0,0.95
14,19,485,21,75325.0,68678.0,80770.0,75036.6,14080659.540000001,71333.5,75487.5,78193.0,0.55
15,19,496,21,75050.0,52752.0,75050.0,68161.55,34259860.9475,63977.75,70245.5,72426.75,0.7
16,19,407,21,96214.0,39831.0,96214.0,49162.4,148264826.84,44541.5,46156.0,47957.0,0.7
17,19,465,21,40255.0,13282.0,41305.0,36877.1,59292441.68999998,37785.5,39831.0,40466.5,0.8
19,19,450,21,65126.0,22112.0,70402.0,64417.6,106335879.84,65586.5,66450.5,68841.5,0.85
20,19,446,21,67763.0,44996.0,71358.0,65733.15,39104057.3275,63364.25,68153.0,69651.75,0.85
21,19,518,21,70058.0,46423.0,70058.0,56998.65,25014158.3275,54538.5,57498.5,58936.75,0.85
22,19,528,21,62607.0,51875.0,65701.0,59941.75,16805897.4875,56721.75,61149.5,62821.25,0.9
23,19,523,21,69587.0,45011.0,69587.0,57243.75,32195460.5875,54717.75,58965.5,60495.75,0.8
25,19,538,21,88489.0,66141.0,88489.0,73600.25,33389751.1875,70235.0,71944.5,76244.75,0.7
26,19,435,21,83935.0,37695.0,83935.0,59885.7,73448325.91,56622.75,59876.0,62860.75,0.75
27,19,481,21,83116.0,11807.0,83116.0,57094.5,149220882.95,55381.5,58582.5,61524.75,0.85
29,19,474,21,62151.0,35403.0,62151.0,45799.05,30054243.747500002,42285.0,45637.5,48482.5,0.9
30,19,501,21,88489.0,60509.0,88489.0,68502.1,46207688.39,63945.75,68082.5,69872.5,0.6
30,24,623,26,88489.0,60509.0,69794.0,65714.95,10694182.6475,62376.25,66166.0,68396.25,0.8
31,19,498,21,86622.0,51023.0,86622.0,68664.6,66789994.23999999,65288.0,68513.0,74083.75,0.75
32,19,525,21,74548.0,47052.0,74548.0,55986.0,45465438.3,51646.0,53808.5,57047.0,0.6
32,24,645,26,74548.0,47052.0,58058.0,53638.2,7552380.56,51646.0,53808.5,55752.0,0.6
33,19,487,21,56168.0,46295.0,58646.0,52598.0,15538281.9,49940.5,52334.0,56168.0,0.6
33,24,587,26,56168.0,46295.0,56168.0,51324.3,7189696.510000001,49940.5,51786.5,53231.75,0.85
34,19,466,21,52616.0,23347.0,64034.0,54082.05,65511626.447500005,52616.0,55043.5,57956.25,0.75
35,19,428,21,70918.0,23183.0,70918.0,51166.6,119677179.83999999,47980.75,52555.0,57740.5,0.85
37,19,508,21,71449.0,49779.0,71449.0,60796.85,30909857.7275,56943.75,60374.0,63910.0,0.75
38,19,521,21,96765.0,37118.0,96765.0,63696.55,172682608.4475,56054.0,64798.5,69767.75,0.55
38,24,632,26,96765.0,37118.0,69443.0,60835.75,77775382.6875,56054.0,64798.5,67365.75,0.55
40,19,522,21,72735.0,24153.0,75014.0,67835.15,118055377.42750001,66491.25,70694.5,73228.25,0.65
41,19,508,21,105376.0,33100.0,105376.0,78593.4,174776044.94,74312.5,81680.5,83456.75,0.7
43,19,508,21,76619.0,41240.0,76619.0,51946.3,45393466.61000001,48412.5,52235.5,54052.5,0.9
46,19,413,21,38394.0,26009.0,38394.0,30716.85,7976210.227499999,28745.5,30532.5,31700.5,0.85
48,19,350,21,65166.0,12255.0,65166.0,36768.2,138099136.96,33265.0,35757.0,41324.5,0.85
51,19,448,21,44098.0,17330.0,44098.0,31021.5,23416943.35,29553.0,31597.0,32699.75,0.85
53,19,399,21,27470.0,7654.0,32705.0,29183.55,29933073.847500004,28439.75,30710.0,32354.5,0.85
54,19,407,21,40538.0,11467.0,40538.0,34547.25,34118158.6875,33157.5,36183.5,37535.0,0.95
56,19,383,21,61048.0,40809.0,61048.0,47275.95,16850798.147499997,44937.5,47541.0,48580.0,0.8
57,19,462,21,82302.0,64137.0,82302.0,73618.85,17604290.927500002,71507.75,73613.5,75921.75,0.65
58,19,509,21,86605.0,67352.0,87802.0,79541.5,25481803.85,76635.0,79633.5,82334.25,0.6
58,24,619,26,86605.0,67352.0,81633.0,77928.5,11981862.35,76635.0,78997.5,80337.5,0.75
59,19,359,21,27403.0,14039.0,27403.0,22286.15,13530512.5275,20473.75,23112.5,25287.25,0.95
60,19,381,21,36569.0,18387.0,36569.0,26573.6,16145655.339999998,24203.0,26845.5,29655.75,0.95
61,19,453,21,79738.0,43198.0,79738.0,52768.85,45683489.427499995,49984.75,52710.5,53464.25,0.6
