qid,nstep,ndis,ninserts,firstNN,closestNN,furthestNN,meanNN,varNN,p25NN,p50NN,p75NN,r
1,9,126,11,81337.0,48699.0,81337.0,61198.0,81412034.2,54530.75,60493.5,62569.0,0.6
3,9,119,11,49575.0,37550.0,51266.0,43077.9,23264006.890000004,39430.0,41342.0,47666.75,0.7
4,9,126,11,104269.0,76268.0,104269.0,87499.2,57015360.55999999,83941.25,85819.0,87727.0,0.8
5,9,120,11,79916.0,69371.0,82282.0,77078.4,15509503.239999998,74960.0,77295.5,79916.0,0.9
6,9,113,11,100071.0,75136.0,100071.0,85928.6,76047337.24,78469.0,83523.0,93637.5,0.6
6,14,157,16,100071.0,75136.0,86264.0,80537.3,15146906.61,77896.25,79799.5,84062.5,0.9
7,9,130,11,75708.0,54740.0,75708.0,66757.6,59326838.04,59708.75,69389.0,73213.75,0.4
10,9,123,11,112876.0,68491.0,112876.0,79839.7,202823322.60999998,70596.0,73323.0,81343.5,0.6
12,9,126,11,71455.0,67820.0,77351.0,72693.2,7285104.76,71455.0,72423.5,73521.5,0.6
13,9,127,11,65887.0,56560.0,67052.0,63166.1,9587991.49,61320.25,64062.0,65693.75,0.7
14,9,100,11,58903.0,53825.0,58903.0,56554.7,3068946.01,55544.25,56508.5,57968.0,0.7
15,9,135,11,122472.0,77185.0,122472.0,96279.0,176535107.0,88403.0,91155.0,107293.0,0.7
16,9,131,11,91361.0,89220.0,102329.0,96757.5,20003553.25,92581.75,97510.0,100487.0,0.2
17,9,121,11,132447.0,92082.0,132447.0,111190.5,114559271.25,103933.0,111260.5,117407.75,0.7
18,9,110,11,59924.0,48166.0,59924.0,54097.4,12743963.439999998,51386.25,54668.0,56830.5,0.9
19,9,137,11,88091.0,52197.0,88091.0,68484.6,101792076.44000001,60637.5,70682.0,74140.75,0.4
19,14,187,16,88091.0,40818.0,70197.0,58559.8,64011157.56,53569.0,60257.5,63825.0,0.7
20,9,133,11,67154.0,49445.0,67154.0,61347.5,22055500.45,61049.5,62102.0,63483.5,0.9
21,9,124,11,113230.0,76608.0,113230.0,99224.6,147234166.23999998,96388.5,104555.0,107389.75,0.3
21,14,168,16,113230.0,76608.0,103590.0,87513.2,91787865.96000001,79889.0,83403.5,96471.25,0.8
22,9,133,11,87212.0,83833.0,97381.0,90095.0,23099651.4,85774.25,89106.0,94446.75,0.5
24,9,126,11,83432.0,59081.0,83432.0,69079.1,41096287.29,65981.0,68394.5,72370.0,0.5
25,9,123,11,149776.0,103378.0,149776.0,125082.9,211579337.89000002,119481.5,120045.5,136524.75,0.6
26,9,136,11,143834.0,99045.0,143834.0,113271.2,177524786.56,104861.5,108265.5,117468.25,0.6
27,9,133,11,83097.0,69442.0,83097.0,77160.2,16673069.959999999,74973.25,77467.0,80424.5,0.2
27,14,192,16,83097.0,56508.0,79397.0,71472.1,50524065.09,69719.75,73494.5,75803.5,0.5
27,19,241,21,83097.0,56508.0,73922.0,68970.1,28574783.49,69719.75,70694.0,71926.5,0.9
28,9,126,11,69909.0,69909.0,76632.0,72965.2,5621769.160000001,71548.25,72332.5,75232.5,0.8
30,9,119,11,109179.0,96473.0,115766.0,104674.6,34354441.839999996,100608.25,102703.5,109179.0,0.6
31,9,105,11,88175.0,60672.0,88175.0,77301.7,86686429.81000002,75075.75,77742.0,85400.75,0.6
33,9,131,11,121689.0,103622.0,121689.0,115277.9,42524533.690000005,110534.0,118251.0,120443.75,0.2
33,14,201,16,121689.0,92372.0,116884.0,106802.9,38800905.09,104803.75,106688.0,109391.75,0.5
34,9,128,11,43681.0,43681.0,58583.0,54349.6,31009623.839999992,53652.0,56953.5,58188.5,0.6
35,9,108,11,64607.0,37060.0,64607.0,47105.6,63397081.84000001,42486.75,43337.5,52117.75,0.7
36,9,108,11,66681.0,42740.0,66681.0,56452.5,54592181.65,50111.5,60003.5,61251.0,0.8
37,9,111,11,58013.0,6787.0,58013.0,32482.5,194471355.25,23044.0,36341.5,39656.5,0.8
39,9,128,11,62027.0,43764.0,62027.0,52872.8,27080188.160000004,49932.0,52335.5,56219.0,0.6
40,9,129,11,128340.0,79563.0,128340.0,97039.3,160214440.80999997,93733.0,96362.5,99385.5,0.7
41,9,133,11,127125.0,80459.0,127125.0,102515.3,130442644.41,100872.25,104544.5,105333.5,0.8
42,9,129,11,89556.0,61426.0,89556.0,75444.2,57542008.96,72480.25,75944.0,78532.75,0.7
43,9,131,11,110269.0,77886.0,110269.0,86820.9,78583837.28999999,81020.75,84826.5,88454.75,0.4
46,9,128,11,88276.0,67549.0,88276.0,75235.6,29201254.640000004,71987.5,74506.0,76681.5,0.8
47,9,123,11,92570.0,68599.0,92570.0,78480.6,72969066.44000001,71850.25,75845.5,83434.75,0.5
48,9,120,11,71256.0,48007.0,72797.0,65142.5,52630293.45,63337.5,65237.0,71256.0,0.6
49,9,127,11,76335.0,76335.0,86147.0,81230.4,13682262.040000001,77925.0,80513.0,84939.75,0.5
50,9,113,11,72912.0,58696.0,83700.0,68892.1,60877934.08999999,61374.25,69487.0,72912.0,0.4
50,14,174,16,72912.0,53994.0,67875.0,61593.2,12674174.559999999,61177.5,61401.5,62090.0,0.8
51,9,134,11,84283.0,67236.0,84283.0,77160.3,29833936.809999995,73245.25,78520.5,81454.5,0.6
52,9,97,11,156047.0,6584.0,156047.0,102985.9,1277480907.09,100874.75,109522.5,114786.0,0.6
53,9,115,11,101149.0,80288.0,101149.0,91158.5,44595982.45,86361.0,92063.5,96766.0,0.5
54,9,120,11,101286.0,63534.0,101563.0,87393.3,127481990.60999998,82904.5,86678.0,97939.75,0.4
55,9,114,11,128450.0,84056.0,128450.0,100989.1,139877702.89,92907.5,98650.0,105232.0,0.3
55,14,171,16,128450.0,84056.0,98873.0,93848.7,16841869.009999998,92495.0,93899.5,96712.0,0.4
55,19,221,21,128450.0,83010.0,94837.0,90261.4,15790395.24,88217.5,91742.5,93240.5,0.7
56,9,109,11,117199.0,105534.0,120918.0,114161.8,19179699.759999998,112076.25,114750.5,117199.0,0.7
58,9,117,11,88885.0,66326.0,88885.0,78656.3,43824940.20999999,73562.25,81198.0,82034.0,0.5
58,14,174,16,88885.0,62755.0,81588.0,75411.4,45306785.44,70555.0,78996.5,81276.25,0.8
60,9,119,11,84468.0,73948.0,84468.0,79506.7,12554077.41,77120.75,80679.5,81149.5,0.9
61,9,138,11,93913.0,62690.0,93913.0,80872.8,84018688.56,77592.75,84174.5,86256.75,0.6
62,9,123,11,47150.0,47150.0,80185.0,65894.4,139005890.83999997,58202.25,66929.0,77082.25,0.8
63,9,120,11,93667.0,62586.0,93667.0,77441.7,85880823.81,69237.0,79895.0,83922.0,0.8
65,9,127,11,61650.0,58298.0,66827.0,62646.9,9683900.89,60761.75,61650.0,65912.5,0.9
66,9,127,11,83442.0,40486.0,86937.0,70460.2,281518216.76,59245.75,79632.5,83200.25,0.3
66,14,180,16,83442.0,40486.0,77527.0,59804.9,114445167.69000001,56719.5,61728.5,64083.5,0.7
67,9,130,11,97179.0,83748.0,98074.0,92279.6,24660590.640000004,88255.5,92300.0,97179.0,0.7
68,9,126,11,103288.0,72521.0,103288.0,85851.4,70661042.03999999,79804.0,85651.0,90716.75,0.6
69,9,106,11,93697.0,74487.0,93697.0,85864.7,40265367.61,82301.75,87772.0,90961.0,0.6
70,9,117,11,112271.0,71636.0,112271.0,92620.6,101829676.84,90008.5,92443.5,96142.0,0.2
70,14,160,16,112271.0,71636.0,94672.0,86915.4,44150035.04,83851.75,88772.0,91908.25,0.5
70,19,221,21,112271.0,71636.0,88064.0,82104.8,23486932.36,80845.0,83794.0,84569.5,1.0
72,9,129,11,69017.0,65492.0,74024.0,70569.0,8120573.0,69017.0,71441.5,72633.25,0.2
72,14,189,16,69017.0,57777.0,70893.0,65521.8,13755430.559999997,63977.0,65996.0,68357.25,0.7
73,9,137,11,114654.0,75708.0,114654.0,97558.6,137453321.44,90964.5,99742.0,104934.5,0.6
74,9,132,11,81880.0,39550.0,81880.0,63579.8,137383866.56,61115.25,65364.0,68843.25,0.8
76,9,133,11,122053.0,75879.0,122053.0,92887.4,145326493.84,89832.75,92531.5,94341.75,0.7
78,9,122,11,113363.0,78847.0,113363.0,87259.6,98491525.24000001,81351.75,84133.5,87409.75,0.7
79,9,123,11,102373.0,75024.0,102373.0,83979.9,46567264.489999995,81351.0,82193.5,84927.0,0.8
80,9,116,11,110446.0,72330.0,110446.0,92930.9,104308877.28999999,88269.25,92086.0,98586.0,0.3
80,14,171,16,110446.0,54230.0,90575.0,81652.3,117180130.80999999,78061.75,86312.5,89570.75,0.8
81,9,119,11,98463.0,67822.0,98463.0,78158.5,65695608.05,73449.25,76501.5,80764.0,0.6
82,9,141,11,53020.0,53020.0,70578.0,61752.7,51055508.61,54010.25,63006.5,68424.25,0.7
