qid,nstep,ndis,ninserts,firstNN,closestNN,furthestNN,meanNN,varNN,p25NN,p50NN,p75NN,r
1,9,125,11,81337.0,48699.0,81337.0,61198.0,81412034.2,54530.75,60493.5,62569.0,0.6
3,9,119,11,49575.0,37550.0,49575.0,42424.1,16404337.290000001,39430.0,41342.0,44031.5,0.8
4,9,124,11,104269.0,76268.0,104269.0,87499.2,57015360.55999999,83941.25,85819.0,87727.0,0.8
6,9,122,11,100071.0,75136.0,100071.0,83863.7,62654416.80999999,77896.25,82267.5,86768.5,0.6
7,9,126,11,75708.0,54740.0,75708.0,63451.8,50216598.96,57552.5,62707.5,69125.25,0.7
10,9,129,11,112876.0,68491.0,112876.0,79268.4,201761333.04000002,70596.0,73323.0,77058.75,0.6
12,9,126,11,71455.0,71455.0,77911.0,74794.9,5962765.090000001,72839.0,75017.5,77057.0,0.4
12,14,183,16,71455.0,70048.0,74415.0,72659.1,1742530.2899999998,71599.25,72863.0,73708.5,0.6
13,9,130,11,65887.0,56560.0,67052.0,63166.1,9587991.49,61320.25,64062.0,65693.75,0.7
14,9,100,11,58903.0,53825.0,58903.0,56554.7,3068946.01,55544.25,56508.5,57968.0,0.7
15,9,128,11,122472.0,77185.0,122472.0,100058.7,220975558.41000003,88403.0,100503.5,111513.25,0.5
15,14,194,16,122472.0,77185.0,104071.0,91954.4,55428315.239999995,88403.0,91155.0,97722.25,0.8
16,9,123,11,91361.0,77124.0,102329.0,93097.7,54754393.00999999,89755.25,93802.5,98580.5,0.4
16,14,188,16,91361.0,77124.0,96244.0,89713.5,25089728.05,89326.75,91032.5,91421.75,0.7
17,9,125,11,132447.0,92082.0,132447.0,110614.2,118144836.96000001,103101.75,110041.5,117407.75,0.7
18,9,110,11,59924.0,48166.0,59924.0,54129.0,12945495.6,51386.25,54668.0,56830.5,0.8
19,9,142,11,88091.0,60457.0,88091.0,72678.5,48346687.65,70439.5,72993.5,74909.25,0.1
19,14,201,16,88091.0,40818.0,72814.0,60222.9,90978569.49,53569.0,60257.5,68824.5,0.6
20,9,136,11,67154.0,49445.0,67154.0,61347.5,22055500.45,61049.5,62102.0,63483.5,0.9
21,9,115,11,113230.0,77004.0,113230.0,93179.1,172111095.89000002,80586.25,91276.5,105863.25,0.6
22,9,129,11,87212.0,83833.0,97381.0,90095.0,23099651.4,85774.25,89106.0,94446.75,0.5
24,9,130,11,83432.0,59081.0,83432.0,69079.1,41096287.29,65981.0,68394.5,72370.0,0.5
25,9,121,11,149776.0,103378.0,149776.0,125082.9,211579337.89000002,119481.5,120045.5,136524.75,0.6
26,9,133,11,143834.0,99045.0,143834.0,113271.2,177524786.56,104861.5,108265.5,117468.25,0.6
27,9,132,11,83097.0,69442.0,83097.0,77160.2,16673069.959999999,74973.25,77467.0,80424.5,0.2
27,14,191,16,83097.0,56508.0,79397.0,71472.1,50524065.09,69719.75,73494.5,75803.5,0.5
27,19,241,21,83097.0,56508.0,73922.0,68970.1,28574783.49,69719.75,70694.0,71926.5,0.9
28,9,127,11,69909.0,69909.0,76632.0,72965.2,5621769.160000001,71548.25,72332.5,75232.5,0.8
29,9,116,11,66193.0,59494.0,73500.0,67645.7,15784673.61,66193.0,66485.0,70837.0,0.6
