qid,nstep,ndis,ninserts,firstNN,closestNN,furthestNN,meanNN,varNN,p25NN,p50NN,p75NN,r
0,9,237,11,101500.0,28120.0,101500.0,74298.5,302526449.45,74017.75,76959.5,79841.75,0.8
1,9,233,11,66220.0,35462.0,66220.0,56774.8,63620004.76000001,55906.5,58358.0,61175.25,0.9
2,9,222,11,61809.0,25222.0,61809.0,54067.5,104093639.85,52832.25,57597.5,59409.25,0.8
3,9,224,11,65748.0,28462.0,65748.0,57915.7,123046342.21,60747.0,61906.5,64086.0,0.6
5,9,258,11,51838.0,38401.0,51838.0,43687.7,14081007.209999999,40703.25,43820.5,45516.25,0.8
6,9,242,11,60268.0,40579.0,60268.0,48100.4,23444026.440000005,45758.75,47799.5,49421.25,0.7
7,9,217,11,67478.0,41377.0,67478.0,54621.2,48722067.95999999,50565.0,53820.5,59671.25,0.6
8,9,213,11,61391.0,11077.0,61391.0,48400.2,174346893.56,48282.25,52421.0,54331.25,0.9
9,9,223,11,65318.0,41927.0,65318.0,50580.9,32948527.090000004,48404.75,49288.0,52275.75,0.9
10,9,281,11,86446.0,42150.0,86446.0,57445.9,192648966.48999998,46720.0,52127.0,63146.75,0.6
11,9,265,11,57787.0,38889.0,57787.0,45632.4,34973485.04,41039.0,44199.5,48630.75,0.7
12,9,217,11,40747.0,34043.0,42083.0,38749.7,7887215.209999999,36302.5,39924.5,40747.0,0.6
13,9,254,11,50227.0,25341.0,50227.0,38377.7,42327731.81,34809.25,38272.5,40735.75,0.6
15,9,250,11,75050.0,52752.0,75050.0,65792.0,37395287.6,62529.5,65689.0,70300.25,0.5
16,9,203,11,96214.0,39831.0,96214.0,52472.1,269672411.48999995,43573.75,45986.5,49355.5,0.4
17,9,236,11,40255.0,13282.0,40255.0,33579.7,95770520.61000001,35150.5,38188.5,39491.75,0.7
18,9,235,11,39553.0,30411.0,41510.0,37279.3,11542814.61,34819.0,37914.0,39890.5,0.5
18,14,320,16,39553.0,7904.0,36864.0,30533.6,90404171.24,31343.75,35050.0,36269.5,1.0
21,9,256,11,70058.0,47151.0,70058.0,57622.6,32866226.639999997,54753.75,57130.5,60558.5,0.5
22,9,271,11,62607.0,51875.0,65701.0,58401.0,17442225.4,55398.75,58299.5,61901.0,0.7
23,9,276,11,69587.0,47566.0,69587.0,58813.6,31361819.839999996,56133.5,59681.0,61532.25,0.4
24,9,260,11,84331.0,44730.0,84331.0,62165.6,142961936.64000002,50444.25,65044.5,69246.75,0.8
25,9,232,11,84375.0,66430.0,84375.0,77201.7,18892267.41,76271.0,77325.5,79218.0,0.1
25,14,366,16,84375.0,66430.0,77447.0,73643.3,15900018.809999999,70799.75,75903.5,76894.25,0.3
25,19,501,21,84375.0,66430.0,75616.0,70115.6,5392008.640000001,68923.5,70237.5,70652.25,0.7
26,9,212,11,84551.0,37695.0,84551.0,58667.9,118916146.49000004,55960.25,58422.0,60943.0,0.7
27,9,250,11,83116.0,11807.0,83116.0,55098.5,284655647.85,52883.25,56338.0,61587.75,0.7
28,9,219,11,53210.0,41476.0,54391.0,49496.6,17185863.44,46587.5,49711.0,53210.0,0.8
29,9,254,11,62151.0,35403.0,62151.0,44394.8,50744152.75999999,40123.5,42527.5,44879.0,0.8
30,9,261,11,88489.0,60509.0,88489.0,69463.7,81810886.41,62058.75,66961.5,74181.0,0.4
30,14,396,16,88489.0,60509.0,66652.0,63321.6,3740008.6399999997,62023.25,62763.5,64896.75,0.8
31,9,292,11,86622.0,51023.0,86622.0,67068.6,102585389.64,60198.5,66907.0,73861.5,0.6
32,9,267,11,74548.0,47052.0,74548.0,60668.8,78980734.16,53428.5,58992.0,68231.75,0.2
32,14,388,16,74548.0,47052.0,55845.0,52344.1,6279022.09,51248.5,52174.5,53978.25,0.4
33,9,253,11,56168.0,46295.0,57975.0,51522.9,16952388.69,48109.0,50417.0,55779.25,0.6
35,9,228,11,75910.0,23183.0,75910.0,46077.5,182586103.65,36811.0,47545.5,51499.75,0.8
37,9,274,11,71449.0,56655.0,71449.0,62736.7,18012855.81,59680.75,62727.0,64799.0,0.3
37,14,400,16,71449.0,49779.0,62673.0,57036.8,13715220.36,55071.0,57234.5,59457.25,0.7
38,9,287,11,96765.0,37118.0,96765.0,63254.4,373363143.84000003,48836.75,55588.0,78420.0,0.6
39,9,262,11,81115.0,46866.0,81115.0,57841.9,80399297.28999999,53375.25,57383.5,59333.0,0.6
40,9,282,11,72735.0,24153.0,74931.0,63812.3,194918073.41,63290.75,67492.5,72159.25,0.6
41,9,252,11,103031.0,33100.0,103031.0,74315.1,286573495.29,70354.25,76904.5,80154.25,0.7
42,9,244,11,50962.0,40001.0,50962.0,45341.1,11169557.49,42663.5,45414.5,47533.0,0.9
43,9,276,11,76619.0,41240.0,76619.0,51586.2,84312850.96,46194.0,51772.0,52247.75,0.6
44,9,242,11,58384.0,52359.0,68042.0,61129.6,23336867.240000002,58384.0,61363.0,65300.0,0.7
45,9,217,11,47560.0,46893.0,58349.0,51834.0,16849616.4,47560.0,52903.5,54101.75,0.8
46,9,230,11,38394.0,27877.0,38394.0,30734.9,10069289.49,28429.5,29673.0,31265.5,0.6
47,9,174,11,50575.0,12472.0,50575.0,35642.5,133788507.45,30963.25,37953.0,44548.75,0.8
48,9,194,11,65166.0,12255.0,65166.0,34376.6,251862816.04000002,24174.0,33052.5,33849.25,0.8
49,9,248,11,43003.0,31905.0,43003.0,38923.6,9617139.239999998,38605.5,39465.0,40900.0,0.9
51,9,247,11,44098.0,17330.0,44098.0,29797.8,43227337.76,27398.75,29206.0,31912.25,0.7
52,9,250,11,73607.0,55164.0,73607.0,68510.2,31513047.159999996,67309.5,69513.0,73180.5,0.8
54,9,222,11,40538.0,11467.0,40538.0,31715.5,51545577.85,32431.5,33114.0,34229.5,0.9
55,9,216,11,39906.0,32507.0,40836.0,37432.4,8262589.840000002,34860.25,37982.0,39906.0,0.9
56,9,213,11,61048.0,40809.0,61048.0,47259.9,27035434.290000003,44312.5,46096.0,47718.25,0.5
57,9,209,11,82302.0,64137.0,82302.0,74396.6,29464005.240000002,70485.75,75186.5,77398.25,0.3
57,14,339,16,82302.0,64137.0,75706.0,71261.8,10668537.56,69074.5,72222.5,73490.25,0.6
58,9,269,11,86605.0,79327.0,89628.0,84976.3,7919249.01,84298.75,85214.0,86605.0,0.0
58,14,381,16,86605.0,72064.0,84555.0,79153.0,18249415.6,75375.25,79351.5,83514.25,0.4
59,9,207,11,27403.0,14039.0,27403.0,19792.8,13657887.559999999,17546.25,20390.5,21052.25,0.9
60,9,213,11,36569.0,18387.0,36569.0,24511.1,21513106.889999993,22254.25,24105.0,25521.0,0.9
61,9,248,11,79738.0,43198.0,79738.0,52839.5,88102531.05,49057.25,50690.0,52717.75,0.5
62,9,263,11,50995.0,42196.0,53818.0,48693.5,10765140.65,46964.0,48747.5,50995.0,0.6
63,9,219,11,63469.0,43928.0,65158.0,54859.7,70737148.61,46179.0,55513.5,63341.0,0.4
63,14,349,16,63469.0,43928.0,51313.0,47639.8,5187640.96,46160.75,46746.5,49484.0,0.7
64,9,295,11,55795.0,34755.0,57366.0,50137.0,40714161.6,47167.5,50600.0,55546.75,0.6
65,9,233,11,48586.0,17447.0,48586.0,33761.4,61094810.64,33357.0,35215.0,36297.0,0.8
66,9,213,11,45814.0,13753.0,45814.0,33705.2,76803575.56,31875.0,33152.0,40668.75,0.6
67,9,263,11,68864.0,42815.0,68864.0,52502.7,65049843.61,47917.0,48848.5,56889.0,0.7
68,9,232,11,62141.0,51731.0,62141.0,56225.3,14725875.610000003,52889.0,55475.0,59336.75,0.6
69,9,224,11,51186.0,42239.0,56606.0,51931.9,13947540.290000001,51211.5,51696.0,54267.75,0.8
70,9,224,11,62262.0,38279.0,62262.0,54668.8,63233740.15999999,50352.0,58000.5,61154.5,0.7
71,9,256,11,49554.0,35655.0,49554.0,43227.4,14630574.440000001,41634.0,42648.5,44206.75,0.5
71,14,351,16,49554.0,35655.0,43253.0,41333.4,4260303.24,40978.25,42025.0,42533.5,0.7
72,9,277,11,72934.0,47736.0,72934.0,58796.9,58589978.489999995,53362.0,58034.5,64219.0,0.5
73,9,224,11,67813.0,40266.0,67813.0,60168.0,56700811.0,59486.5,63373.0,63762.75,0.9
74,9,235,11,90973.0,42044.0,90973.0,60267.6,182457679.44,51692.75,57617.0,64994.75,0.4
74,14,348,16,90973.0,42044.0,57388.0,50411.9,24084164.49,47924.75,52006.5,53952.5,0.9
75,9,215,11,83716.0,20293.0,83716.0,50298.2,227881088.76,44044.25,50558.0,54548.75,0.7
76,9,251,11,66984.0,50012.0,66984.0,55694.9,29354656.49,51533.75,54763.0,55336.75,0.8
77,9,249,11,104124.0,9974.0,104124.0,72672.8,527558893.76000005,74744.0,76081.0,81501.5,0.8
78,9,256,11,102256.0,10305.0,102256.0,66022.9,556120485.69,61481.5,69351.5,78563.0,0.7
79,9,267,11,63616.0,40794.0,63616.0,49558.5,35880196.65,47427.75,49143.5,52071.5,0.8
81,9,210,11,52779.0,4303.0,52779.0,36372.5,173852179.45,36847.0,38074.5,44211.0,0.7
82,9,252,11,50120.0,3729.0,50120.0,38513.5,167524871.65,38415.75,42674.5,45987.5,0.6
83,9,242,11,60441.0,43737.0,60441.0,51639.7,23125989.610000003,48253.75,51561.0,55019.0,0.6
