qid,nstep,ndis,ninserts,firstNN,closestNN,furthestNN,meanNN,varNN,p25NN,p50NN,p75NN,r
6,19,360,21,100071.0,75136.0,100071.0,85226.2,37790375.260000005,80308.75,86313.0,87814.0,0.9
7,19,398,21,81700.0,54740.0,81700.0,67472.8,53570725.36,62520.25,69389.0,73138.25,0.9
8,19,394,21,84665.0,61037.0,84665.0,72366.15,30713902.127500005,68708.5,73505.5,76052.0,0.95
10,19,348,21,86994.0,68491.0,86994.0,76084.3,29836304.809999995,70840.25,75480.5,79401.75,0.9
11,19,368,21,100185.0,62764.0,100185.0,84923.65,64773509.92750001,83724.75,87653.0,89633.25,0.85
13,19,370,21,74949.0,56560.0,74949.0,65362.95,15917821.147500003,62311.0,65604.5,68143.0,0.95
14,19,225,21,55502.0,53825.0,60417.0,57366.35,3436947.3275000006,55994.25,57878.0,58447.0,0.95
16,19,379,21,89647.0,77124.0,97560.0,92061.45,25359539.9475,89647.0,93317.0,96431.25,0.95
17,19,317,21,163602.0,92082.0,163602.0,116687.5,213121648.35,110063.5,115782.0,121025.5,0.9
18,19,260,21,85003.0,48166.0,85003.0,60262.15,84899970.22749999,53903.75,57302.0,63530.0,0.9
19,19,378,21,67691.0,40818.0,73394.0,62717.0,59126631.9,60011.25,62947.5,67691.0,0.75
21,19,379,21,105778.0,76608.0,105778.0,94707.35,102413641.32749999,84607.75,98531.0,102510.0,0.85
24,19,344,21,90664.0,59081.0,90664.0,68647.45,40405438.247499995,65686.25,67973.5,70645.0,0.95
25,19,361,21,158836.0,102552.0,158836.0,125581.75,169652698.4875,119688.5,128407.5,129279.5,0.8
26,19,401,21,143834.0,99045.0,143834.0,115803.85,125572472.42750004,106741.0,117207.5,122783.0,0.8
30,19,387,21,115791.0,91024.0,115791.0,105833.35,49971460.027499996,100072.25,106917.0,112492.75,0.65
31,19,367,21,102918.0,60672.0,102918.0,81867.95,82526557.44749998,77828.25,84304.0,86422.25,0.85
33,19,429,21,121689.0,92372.0,121689.0,107179.75,55462625.2875,103433.25,108259.5,112442.75,0.85
35,19,284,21,57847.0,37060.0,57847.0,49914.75,39679194.3875,43466.25,52690.5,55631.0,0.95
37,19,260,21,75347.0,6787.0,75347.0,40406.65,213124405.5275,36522.25,41418.0,46064.25,0.9
39,19,380,21,59873.0,43764.0,59873.0,52768.6,19006142.44,50612.0,53092.5,56277.5,0.95
40,19,383,21,114248.0,79563.0,114248.0,98804.25,62321463.8875,95852.75,99121.0,103318.5,0.9
41,19,412,21,124075.0,80459.0,124075.0,105451.8,78513547.25999999,103852.0,106120.5,108161.25,0.85
42,19,360,21,97338.0,61426.0,97338.0,78088.0,50668883.1,75132.25,78313.5,81374.0,0.95
43,19,385,21,96146.0,74912.0,96146.0,84313.05,21780414.8475,81276.25,84429.0,86859.0,0.8
46,19,366,21,85949.0,67549.0,85949.0,77642.6,21777777.939999998,74143.5,79093.5,81436.0,0.95
47,19,358,21,85074.0,64842.0,85074.0,76343.65,36801210.927499995,71746.75,77107.0,81956.75,0.95
48,19,359,21,76864.0,48007.0,76864.0,68570.05,39924684.0475,65614.5,71169.0,72238.5,0.9
50,19,384,21,85994.0,53994.0,85994.0,65921.95,46012076.4475,61338.5,64532.5,69922.25,0.95
51,19,424,21,84283.0,67236.0,84283.0,78473.95,21707635.747499995,75896.5,79288.0,82281.25,0.9
52,19,269,21,118654.0,6584.0,118654.0,106176.5,556594339.45,108774.0,111735.5,115953.25,0.95
53,19,358,21,106279.0,80288.0,106279.0,91157.5,44157611.35,86691.0,90887.5,95041.0,0.8
54,19,322,21,102400.0,63534.0,102400.0,85371.6,61882400.239999995,81881.25,86112.0,88643.25,0.9
55,19,357,21,114960.0,83010.0,114960.0,93905.75,44543746.6875,89804.5,94198.0,96229.0,0.85
56,19,261,21,151642.0,105534.0,151642.0,120282.95,96105400.94750002,114251.25,118688.0,123736.5,0.9
58,19,345,21,88885.0,62755.0,88885.0,79380.5,41842130.85,79309.75,81361.5,82393.0,0.95
60,19,350,21,104255.0,73948.0,104255.0,84795.1,50565214.69,80682.25,84478.0,88778.0,0.95
62,19,346,21,97356.0,47150.0,97356.0,75013.15,124898748.42749998,67579.75,78551.5,82079.0,0.85
